Date,Country,Total
2017-11-19T00:00:00Z,Netherlands,9438
2017-11-19T00:00:00Z,United Kingdom,34973
2017-11-26T00:00:00Z,Belgium,5891
2017-11-26T00:00:00Z,France,30563
2017-11-26T00:00:00Z,Ireland,4795
2017-11-26T00:00:00Z,Luxembourg,1347
2017-11-26T00:00:00Z,Netherlands,9526
2017-11-26T00:00:00Z,United Kingdom,35543
2017-12-03T00:00:00Z,Belgium,6033
2017-12-03T00:00:00Z,France,30927
2017-12-03T00:00:00Z,Ireland,4914
2017-12-03T00:00:00Z,Luxembourg,1359
2017-12-03T00:00:00Z,Netherlands,9596
2017-12-03T00:00:00Z,United Kingdom,35622
2017-12-10T00:00:00Z,Belgium,5581
2017-12-10T00:00:00Z,France,30825
2017-12-10T00:00:00Z,Ireland,4811
2017-12-10T00:00:00Z,Luxembourg,1353
2017-12-10T00:00:00Z,Netherlands,8313
2017-12-10T00:00:00Z,United Kingdom,34901
2017-12-17T00:00:00Z,Belgium,6048
2017-12-17T00:00:00Z,France,33055
2017-12-17T00:00:00Z,Ireland,5124
2017-12-17T00:00:00Z,Luxembourg,1275
2017-12-17T00:00:00Z,Netherlands,9536
2017-12-17T00:00:00Z,United Kingdom,37288
2017-12-24T00:00:00Z,Belgium,4615
2017-12-24T00:00:00Z,France,25820
2017-12-24T00:00:00Z,Ireland,3845
2017-12-24T00:00:00Z,Luxembourg,1019
2017-12-24T00:00:00Z,Netherlands,8528
2017-12-24T00:00:00Z,United Kingdom,29324
2017-12-31T00:00:00Z,Belgium,4856
2017-12-31T00:00:00Z,France,27710
2017-12-31T00:00:00Z,Ireland,4605
2017-12-31T00:00:00Z,Luxembourg,1121
2017-12-31T00:00:00Z,Netherlands,8849
2017-12-31T00:00:00Z,United Kingdom,34073
2018-01-07T00:00:00Z,Belgium,5647
2018-01-07T00:00:00Z,France,30100
2018-01-07T00:00:00Z,Ireland,4691
2018-01-07T00:00:00Z,Luxembourg,1250
2018-01-07T00:00:00Z,Netherlands,9283
2018-01-07T00:00:00Z,United Kingdom,34584
2018-01-14T00:00:00Z,Belgium,5536
2018-01-14T00:00:00Z,France,29649
2018-01-14T00:00:00Z,Ireland,4573
2018-01-14T00:00:00Z,Luxembourg,1268
2018-01-14T00:00:00Z,Netherlands,8811
2018-01-14T00:00:00Z,United Kingdom,33954
2018-01-21T00:00:00Z,Belgium,5754
2018-01-21T00:00:00Z,France,30576
2018-01-21T00:00:00Z,Ireland,4609
2018-01-21T00:00:00Z,Luxembourg,1294
2018-01-21T00:00:00Z,Netherlands,9451
2018-01-21T00:00:00Z,United Kingdom,34627
2018-01-28T00:00:00Z,Belgium,5731
2018-01-28T00:00:00Z,France,30770
2018-01-28T00:00:00Z,Ireland,4646
2018-01-28T00:00:00Z,Luxembourg,1294
2018-01-28T00:00:00Z,Netherlands,9570
2018-01-28T00:00:00Z,United Kingdom,34922
2018-02-04T00:00:00Z,Belgium,5856
2018-02-04T00:00:00Z,France,29809
2018-02-04T00:00:00Z,Ireland,4834
2018-02-04T00:00:00Z,Luxembourg,1301
2018-02-04T00:00:00Z,Netherlands,9485
2018-02-04T00:00:00Z,United Kingdom,36527
2018-02-11T00:00:00Z,Belgium,5867
2018-02-11T00:00:00Z,France,31756
2018-02-11T00:00:00Z,Ireland,4742
2018-02-11T00:00:00Z,Luxembourg,1290
2018-02-11T00:00:00Z,Netherlands,9679
2018-02-11T00:00:00Z,United Kingdom,36719
2018-02-18T00:00:00Z,Belgium,6076
2018-02-18T00:00:00Z,France,31161
2018-02-18T00:00:00Z,Ireland,4833
2018-02-18T00:00:00Z,Luxembourg,1334
2018-02-18T00:00:00Z,Netherlands,10128
2018-02-18T00:00:00Z,United Kingdom,37717
2018-02-25T00:00:00Z,Belgium,5585
2018-02-25T00:00:00Z,France,30346
2018-02-25T00:00:00Z,Ireland,3020
2018-02-25T00:00:00Z,Luxembourg,1253
2018-02-25T00:00:00Z,Netherlands,9423
2018-02-25T00:00:00Z,United Kingdom,31589
2018-03-04T00:00:00Z,Belgium,6068
2018-03-04T00:00:00Z,France,32149
2018-03-04T00:00:00Z,Ireland,4983
2018-03-04T00:00:00Z,Luxembourg,1362
2018-03-04T00:00:00Z,Netherlands,10324
2018-03-04T00:00:00Z,United Kingdom,37767
2018-03-11T00:00:00Z,Belgium,6058
2018-03-11T00:00:00Z,France,33534
2018-03-11T00:00:00Z,Ireland,5096
2018-03-11T00:00:00Z,Luxembourg,1347
2018-03-11T00:00:00Z,Netherlands,10105
2018-03-11T00:00:00Z,United Kingdom,37853
2018-03-18T00:00:00Z,Belgium,6203
2018-03-18T00:00:00Z,France,31073
2018-03-18T00:00:00Z,Ireland,4951
2018-03-18T00:00:00Z,Luxembourg,1358
2018-03-18T00:00:00Z,Netherlands,10290
2018-03-18T00:00:00Z,United Kingdom,37357
2018-03-25T00:00:00Z,Belgium,6677
2018-03-25T00:00:00Z,France,35550
2018-03-25T00:00:00Z,Ireland,5661
2018-03-25T00:00:00Z,Luxembourg,1457
2018-03-25T00:00:00Z,Netherlands,10652
2018-03-25T00:00:00Z,United Kingdom,40450
2018-04-01T00:00:00Z,Belgium,6359
2018-04-01T00:00:00Z,France,34495
2018-04-01T00:00:00Z,Ireland,5587
2018-04-01T00:00:00Z,Luxembourg,1381
2018-04-01T00:00:00Z,Netherlands,10553
2018-04-01T00:00:00Z,United Kingdom,40210
2018-04-08T00:00:00Z,Belgium,6819
2018-04-08T00:00:00Z,France,35363
2018-04-08T00:00:00Z,Ireland,5677
2018-04-08T00:00:00Z,Luxembourg,1500
2018-04-08T00:00:00Z,Netherlands,10915
2018-04-08T00:00:00Z,United Kingdom,41096
2018-04-15T00:00:00Z,Belgium,6977
2018-04-15T00:00:00Z,France,36352
2018-04-15T00:00:00Z,Ireland,5656
2018-04-15T00:00:00Z,Luxembourg,1631
2018-04-15T00:00:00Z,Netherlands,11224
2018-04-15T00:00:00Z,United Kingdom,41295
2018-04-22T00:00:00Z,Belgium,6968
2018-04-22T00:00:00Z,France,37199
2018-04-22T00:00:00Z,Ireland,5774
2018-04-22T00:00:00Z,Luxembourg,1560
2018-04-22T00:00:00Z,Netherlands,11390
2018-04-22T00:00:00Z,United Kingdom,41264
2018-04-29T00:00:00Z,Belgium,6693
2018-04-29T00:00:00Z,France,35203
2018-04-29T00:00:00Z,Ireland,5875
2018-04-29T00:00:00Z,Luxembourg,1512
2018-04-29T00:00:00Z,Netherlands,11277
2018-04-29T00:00:00Z,United Kingdom,42260
2018-05-06T00:00:00Z,Belgium,6734
2018-05-06T00:00:00Z,France,33943
2018-05-06T00:00:00Z,Ireland,6051
2018-05-06T00:00:00Z,Luxembourg,1493
2018-05-06T00:00:00Z,Netherlands,11331
2018-05-06T00:00:00Z,United Kingdom,42318
2018-05-13T00:00:00Z,Belgium,6596
2018-05-13T00:00:00Z,France,39686
2018-05-13T00:00:00Z,Ireland,6147
2018-05-13T00:00:00Z,Luxembourg,1582
2018-05-13T00:00:00Z,Netherlands,11659
2018-05-13T00:00:00Z,United Kingdom,43604
2018-05-20T00:00:00Z,Belgium,6926
2018-05-20T00:00:00Z,France,37030
2018-05-20T00:00:00Z,Ireland,6229
2018-05-20T00:00:00Z,Luxembourg,1477
2018-05-20T00:00:00Z,Netherlands,11470
2018-05-20T00:00:00Z,United Kingdom,44764
2018-05-27T00:00:00Z,Belgium,6866
2018-05-27T00:00:00Z,France,38881
2018-05-27T00:00:00Z,Ireland,6286
2018-05-27T00:00:00Z,Luxembourg,1527
2018-05-27T00:00:00Z,Netherlands,11092
2018-05-27T00:00:00Z,United Kingdom,43569
2018-06-03T00:00:00Z,Belgium,6994
2018-06-03T00:00:00Z,France,38590
2018-06-03T00:00:00Z,Ireland,6451
2018-06-03T00:00:00Z,Luxembourg,1546
2018-06-03T00:00:00Z,Netherlands,11503
2018-06-03T00:00:00Z,United Kingdom,45061
2018-06-10T00:00:00Z,Belgium,6979
2018-06-10T00:00:00Z,France,40219
2018-06-10T00:00:00Z,Ireland,6528
2018-06-10T00:00:00Z,Luxembourg,1536
2018-06-10T00:00:00Z,Netherlands,11626
2018-06-10T00:00:00Z,United Kingdom,45418
2018-06-17T00:00:00Z,Belgium,7104
2018-06-17T00:00:00Z,France,40681
2018-06-17T00:00:00Z,Ireland,6588
2018-06-17T00:00:00Z,Luxembourg,1661
2018-06-17T00:00:00Z,Netherlands,11639
2018-06-17T00:00:00Z,United Kingdom,45961
2018-06-24T00:00:00Z,Belgium,7486
2018-06-24T00:00:00Z,France,41488
2018-06-24T00:00:00Z,Ireland,6594
2018-06-24T00:00:00Z,Luxembourg,1669
2018-06-24T00:00:00Z,Netherlands,11602
2018-06-24T00:00:00Z,United Kingdom,45895
2018-07-01T00:00:00Z,Belgium,7327
2018-07-01T00:00:00Z,France,42111
2018-07-01T00:00:00Z,Ireland,6511
2018-07-01T00:00:00Z,Luxembourg,1530
2018-07-01T00:00:00Z,Netherlands,11648
2018-07-01T00:00:00Z,United Kingdom,45553
2018-07-08T00:00:00Z,Belgium,7461
2018-07-08T00:00:00Z,France,42216
2018-07-08T00:00:00Z,Ireland,6548
2018-07-08T00:00:00Z,Luxembourg,1510
2018-07-08T00:00:00Z,Netherlands,11704
2018-07-08T00:00:00Z,United Kingdom,46126
2018-07-15T00:00:00Z,Belgium,7221
2018-07-15T00:00:00Z,France,41330
2018-07-15T00:00:00Z,Ireland,6492
2018-07-15T00:00:00Z,Luxembourg,1475
2018-07-15T00:00:00Z,Netherlands,11612
2018-07-15T00:00:00Z,United Kingdom,45550
2018-07-22T00:00:00Z,Belgium,7122
2018-07-22T00:00:00Z,France,40841
2018-07-22T00:00:00Z,Ireland,6474
2018-07-22T00:00:00Z,Luxembourg,1465
2018-07-22T00:00:00Z,Netherlands,11559
2018-07-22T00:00:00Z,United Kingdom,44859
2018-07-29T00:00:00Z,Belgium,7113
2018-07-29T00:00:00Z,France,38508
2018-07-29T00:00:00Z,Ireland,6345
2018-07-29T00:00:00Z,Luxembourg,1443
2018-07-29T00:00:00Z,Netherlands,11476
2018-07-29T00:00:00Z,United Kingdom,45211
2018-08-05T00:00:00Z,Belgium,6810
2018-08-05T00:00:00Z,France,36811
2018-08-05T00:00:00Z,Ireland,6325
2018-08-05T00:00:00Z,Luxembourg,1344
2018-08-05T00:00:00Z,Netherlands,11346
2018-08-05T00:00:00Z,United Kingdom,44496
2018-08-12T00:00:00Z,Belgium,6927
2018-08-12T00:00:00Z,France,36694
2018-08-12T00:00:00Z,Ireland,6335
2018-08-12T00:00:00Z,Luxembourg,1397
2018-08-12T00:00:00Z,Netherlands,11571
2018-08-12T00:00:00Z,United Kingdom,44940
2018-08-19T00:00:00Z,Belgium,7160
2018-08-19T00:00:00Z,France,38706
2018-08-19T00:00:00Z,Ireland,6364
2018-08-19T00:00:00Z,Luxembourg,1424
2018-08-19T00:00:00Z,Netherlands,11652
2018-08-19T00:00:00Z,United Kingdom,45200
2018-08-26T00:00:00Z,Belgium,7345
2018-08-26T00:00:00Z,France,41043
2018-08-26T00:00:00Z,Ireland,6302
2018-08-26T00:00:00Z,Luxembourg,1442
2018-08-26T00:00:00Z,Netherlands,11707
2018-08-26T00:00:00Z,United Kingdom,45552
2018-09-02T00:00:00Z,Belgium,7197
2018-09-02T00:00:00Z,France,40497
2018-09-02T00:00:00Z,Ireland,6399
2018-09-02T00:00:00Z,Luxembourg,1555
2018-09-02T00:00:00Z,Netherlands,11733
2018-09-02T00:00:00Z,United Kingdom,45826
2018-09-09T00:00:00Z,Belgium,7149
2018-09-09T00:00:00Z,France,40681
2018-09-09T00:00:00Z,Ireland,6331
2018-09-09T00:00:00Z,Luxembourg,1571
2018-09-09T00:00:00Z,Netherlands,11681
2018-09-09T00:00:00Z,United Kingdom,45395
2018-09-16T00:00:00Z,Belgium,7011
2018-09-16T00:00:00Z,France,39996
2018-09-16T00:00:00Z,Ireland,6228
2018-09-16T00:00:00Z,Luxembourg,1590
2018-09-16T00:00:00Z,Netherlands,11521
2018-09-16T00:00:00Z,United Kingdom,45068
2018-09-23T00:00:00Z,Belgium,7084
2018-09-23T00:00:00Z,France,40574
2018-09-23T00:00:00Z,Ireland,6399
2018-09-23T00:00:00Z,Luxembourg,1591
2018-09-23T00:00:00Z,Netherlands,11896
2018-09-23T00:00:00Z,United Kingdom,44828
2018-09-30T00:00:00Z,Belgium,7035
2018-09-30T00:00:00Z,France,39246
2018-09-30T00:00:00Z,Ireland,6161
2018-09-30T00:00:00Z,Luxembourg,1557
2018-09-30T00:00:00Z,Netherlands,11706
2018-09-30T00:00:00Z,United Kingdom,43964
2018-10-07T00:00:00Z,Belgium,6840
2018-10-07T00:00:00Z,France,37792
2018-10-07T00:00:00Z,Ireland,5999
2018-10-07T00:00:00Z,Luxembourg,1555
2018-10-07T00:00:00Z,Netherlands,11580
2018-10-07T00:00:00Z,United Kingdom,43305
2018-10-14T00:00:00Z,Belgium,6911
2018-10-14T00:00:00Z,France,37805
2018-10-14T00:00:00Z,Ireland,5985
2018-10-14T00:00:00Z,Luxembourg,1508
2018-10-14T00:00:00Z,Netherlands,11569
2018-10-14T00:00:00Z,United Kingdom,43250
2018-10-21T00:00:00Z,Belgium,6490
2018-10-21T00:00:00Z,France,37098
2018-10-21T00:00:00Z,Ireland,5981
2018-10-21T00:00:00Z,Luxembourg,1479
2018-10-21T00:00:00Z,Netherlands,11527
2018-10-21T00:00:00Z,United Kingdom,42945
2018-10-28T00:00:00Z,Belgium,5475
2018-10-28T00:00:00Z,France,31411
2018-10-28T00:00:00Z,Ireland,5250
2018-10-28T00:00:00Z,Luxembourg,1465
2018-10-28T00:00:00Z,Netherlands,10278
2018-10-28T00:00:00Z,United Kingdom,38874
2018-11-04T00:00:00Z,Belgium,6317
2018-11-04T00:00:00Z,France,33018
2018-11-04T00:00:00Z,Ireland,5045
2018-11-04T00:00:00Z,Luxembourg,1429
2018-11-04T00:00:00Z,Netherlands,9989
2018-11-04T00:00:00Z,United Kingdom,36810
2018-11-11T00:00:00Z,Belgium,6086
2018-11-11T00:00:00Z,France,32289
2018-11-11T00:00:00Z,Ireland,5154
2018-11-11T00:00:00Z,Luxembourg,1336
2018-11-11T00:00:00Z,Netherlands,10002
2018-11-11T00:00:00Z,United Kingdom,36464
2018-11-18T00:00:00Z,Belgium,6064
2018-11-18T00:00:00Z,France,31660
2018-11-18T00:00:00Z,Ireland,5098
2018-11-18T00:00:00Z,Luxembourg,1387
2018-11-18T00:00:00Z,Netherlands,9839
2018-11-18T00:00:00Z,United Kingdom,35873
2018-11-25T00:00:00Z,Belgium,6078
2018-11-25T00:00:00Z,France,31813
2018-11-25T00:00:00Z,Ireland,5061
2018-11-25T00:00:00Z,Luxembourg,1429
2018-11-25T00:00:00Z,Netherlands,9748
2018-11-25T00:00:00Z,United Kingdom,36224
2018-12-02T00:00:00Z,Belgium,6055
2018-12-02T00:00:00Z,France,32404
2018-12-02T00:00:00Z,Ireland,5117
2018-12-02T00:00:00Z,Luxembourg,1398
2018-12-02T00:00:00Z,Netherlands,9593
2018-12-02T00:00:00Z,United Kingdom,36668
2018-12-09T00:00:00Z,Belgium,6139
2018-12-09T00:00:00Z,France,32197
2018-12-09T00:00:00Z,Ireland,5076
2018-12-09T00:00:00Z,Luxembourg,1450
2018-12-09T00:00:00Z,Netherlands,9945
2018-12-09T00:00:00Z,United Kingdom,37400
2018-12-16T00:00:00Z,Belgium,6342
2018-12-16T00:00:00Z,France,34218
2018-12-16T00:00:00Z,Ireland,5291
2018-12-16T00:00:00Z,Luxembourg,1387
2018-12-16T00:00:00Z,Netherlands,9720
2018-12-16T00:00:00Z,United Kingdom,38190
2018-12-23T00:00:00Z,Belgium,4787
2018-12-23T00:00:00Z,France,27383
2018-12-23T00:00:00Z,Ireland,4160
2018-12-23T00:00:00Z,Luxembourg,1008
2018-12-23T00:00:00Z,Netherlands,8859
2018-12-23T00:00:00Z,United Kingdom,31177
2018-12-30T00:00:00Z,Belgium,4976
2018-12-30T00:00:00Z,France,28445
2018-12-30T00:00:00Z,Ireland,5003
2018-12-30T00:00:00Z,Luxembourg,1040
2018-12-30T00:00:00Z,Netherlands,9323
2018-12-30T00:00:00Z,United Kingdom,34877
2019-01-06T00:00:00Z,Belgium,5684
2019-01-06T00:00:00Z,France,30215
2019-01-06T00:00:00Z,Ireland,4899
2019-01-06T00:00:00Z,Luxembourg,1195
2019-01-06T00:00:00Z,Netherlands,9015
2019-01-06T00:00:00Z,United Kingdom,34943
2019-01-13T00:00:00Z,Belgium,5706
2019-01-13T00:00:00Z,France,30494
2019-01-13T00:00:00Z,Ireland,4674
2019-01-13T00:00:00Z,Luxembourg,1272
2019-01-13T00:00:00Z,Netherlands,9108
2019-01-13T00:00:00Z,United Kingdom,34211
2019-01-20T00:00:00Z,Belgium,5807
2019-01-20T00:00:00Z,France,30246
2019-01-20T00:00:00Z,Ireland,4673
2019-01-20T00:00:00Z,Luxembourg,1292
2019-01-20T00:00:00Z,Netherlands,9176
2019-01-20T00:00:00Z,United Kingdom,34321
2019-01-27T00:00:00Z,Belgium,5678
2019-01-27T00:00:00Z,France,30038
2019-01-27T00:00:00Z,Ireland,4787
2019-01-27T00:00:00Z,Luxembourg,1244
2019-01-27T00:00:00Z,Netherlands,9319
2019-01-27T00:00:00Z,United Kingdom,34429
2019-02-03T00:00:00Z,Belgium,5741
2019-02-03T00:00:00Z,France,31048
2019-02-03T00:00:00Z,Ireland,4813
2019-02-03T00:00:00Z,Luxembourg,1276
2019-02-03T00:00:00Z,Netherlands,9437
2019-02-03T00:00:00Z,United Kingdom,35901
2019-02-10T00:00:00Z,Belgium,5018
2019-02-10T00:00:00Z,France,31841
2019-02-10T00:00:00Z,Ireland,4947
2019-02-10T00:00:00Z,Luxembourg,1313
2019-02-10T00:00:00Z,Netherlands,9922
2019-02-10T00:00:00Z,United Kingdom,37535
2019-02-17T00:00:00Z,Belgium,5912
2019-02-17T00:00:00Z,France,31943
2019-02-17T00:00:00Z,Ireland,5042
2019-02-17T00:00:00Z,Luxembourg,1343
2019-02-17T00:00:00Z,Netherlands,10007
2019-02-17T00:00:00Z,United Kingdom,37327
2019-02-24T00:00:00Z,Belgium,5921
2019-02-24T00:00:00Z,France,32404
2019-02-24T00:00:00Z,Ireland,5067
2019-02-24T00:00:00Z,Luxembourg,1358
2019-02-24T00:00:00Z,Netherlands,10170
2019-02-24T00:00:00Z,United Kingdom,37833
2019-03-03T00:00:00Z,Belgium,5879
2019-03-03T00:00:00Z,France,32394
2019-03-03T00:00:00Z,Ireland,5042
2019-03-03T00:00:00Z,Luxembourg,1328
2019-03-03T00:00:00Z,Netherlands,10065
2019-03-03T00:00:00Z,United Kingdom,37446
2019-03-10T00:00:00Z,Belgium,5989
2019-03-10T00:00:00Z,France,33962
2019-03-10T00:00:00Z,Ireland,5197
2019-03-10T00:00:00Z,Luxembourg,1362
2019-03-10T00:00:00Z,Netherlands,9687
2019-03-10T00:00:00Z,United Kingdom,37660
2019-03-17T00:00:00Z,Belgium,5994
2019-03-17T00:00:00Z,France,33161
2019-03-17T00:00:00Z,Ireland,5114
2019-03-17T00:00:00Z,Luxembourg,1397
2019-03-17T00:00:00Z,Netherlands,10382
2019-03-17T00:00:00Z,United Kingdom,37718
2019-03-24T00:00:00Z,Belgium,5809
2019-03-24T00:00:00Z,France,33672
2019-03-24T00:00:00Z,Ireland,5136
2019-03-24T00:00:00Z,Luxembourg,1410
2019-03-24T00:00:00Z,Netherlands,10229
2019-03-24T00:00:00Z,United Kingdom,38002
2019-03-31T00:00:00Z,Belgium,6637
2019-03-31T00:00:00Z,France,36634
2019-03-31T00:00:00Z,Ireland,5746
2019-03-31T00:00:00Z,Luxembourg,1487
2019-03-31T00:00:00Z,Netherlands,10814
2019-03-31T00:00:00Z,United Kingdom,40587
2019-04-07T00:00:00Z,Belgium,6855
2019-04-07T00:00:00Z,France,37707
2019-04-07T00:00:00Z,Ireland,5854
2019-04-07T00:00:00Z,Luxembourg,1554
2019-04-07T00:00:00Z,Netherlands,10979
2019-04-07T00:00:00Z,United Kingdom,41346
2019-04-14T00:00:00Z,Belgium,6640
2019-04-14T00:00:00Z,France,38764
2019-04-14T00:00:00Z,Ireland,5910
2019-04-14T00:00:00Z,Luxembourg,1513
2019-04-14T00:00:00Z,Netherlands,11048
2019-04-14T00:00:00Z,United Kingdom,40672
2019-04-21T00:00:00Z,Belgium,6527
2019-04-21T00:00:00Z,France,37120
2019-04-21T00:00:00Z,Ireland,5918
2019-04-21T00:00:00Z,Luxembourg,1500
2019-04-21T00:00:00Z,Netherlands,11168
2019-04-21T00:00:00Z,United Kingdom,40691
2019-04-28T00:00:00Z,Belgium,6545
2019-04-28T00:00:00Z,France,37486
2019-04-28T00:00:00Z,Ireland,5994
2019-04-28T00:00:00Z,Luxembourg,1503
2019-04-28T00:00:00Z,Netherlands,11316
2019-04-28T00:00:00Z,United Kingdom,42214
2019-05-05T00:00:00Z,Belgium,6835
2019-05-05T00:00:00Z,France,35918
2019-05-05T00:00:00Z,Ireland,6126
2019-05-05T00:00:00Z,Luxembourg,1498
2019-05-05T00:00:00Z,Netherlands,11451
2019-05-05T00:00:00Z,United Kingdom,42473
2019-05-12T00:00:00Z,Belgium,6793
2019-05-12T00:00:00Z,France,38863
2019-05-12T00:00:00Z,Ireland,6250
2019-05-12T00:00:00Z,Luxembourg,1609
2019-05-12T00:00:00Z,Netherlands,11511
2019-05-12T00:00:00Z,United Kingdom,43365
2019-05-19T00:00:00Z,Belgium,6922
2019-05-19T00:00:00Z,France,39756
2019-05-19T00:00:00Z,Ireland,6342
2019-05-19T00:00:00Z,Luxembourg,1632
2019-05-19T00:00:00Z,Netherlands,11486
2019-05-19T00:00:00Z,United Kingdom,44079
2019-05-26T00:00:00Z,Belgium,6773
2019-05-26T00:00:00Z,France,38353
2019-05-26T00:00:00Z,Ireland,6443
2019-05-26T00:00:00Z,Luxembourg,1544
2019-05-26T00:00:00Z,Netherlands,11337
2019-05-26T00:00:00Z,United Kingdom,44412
2019-06-02T00:00:00Z,Belgium,7044
2019-06-02T00:00:00Z,France,40951
2019-06-02T00:00:00Z,Ireland,6568
2019-06-02T00:00:00Z,Luxembourg,1616
2019-06-02T00:00:00Z,Netherlands,11508
2019-06-02T00:00:00Z,United Kingdom,45316
2019-06-09T00:00:00Z,Belgium,6965
2019-06-09T00:00:00Z,France,40939
2019-06-09T00:00:00Z,Ireland,6710
2019-06-09T00:00:00Z,Luxembourg,1546
2019-06-09T00:00:00Z,Netherlands,11504
2019-06-09T00:00:00Z,United Kingdom,45074
2019-06-16T00:00:00Z,Belgium,7197
2019-06-16T00:00:00Z,France,42468
2019-06-16T00:00:00Z,Ireland,6626
2019-06-16T00:00:00Z,Luxembourg,1612
2019-06-16T00:00:00Z,Netherlands,11489
2019-06-16T00:00:00Z,United Kingdom,45526
2019-06-23T00:00:00Z,Belgium,7261
2019-06-23T00:00:00Z,France,42466
2019-06-23T00:00:00Z,Ireland,6616
2019-06-23T00:00:00Z,Luxembourg,1638
2019-06-23T00:00:00Z,Netherlands,11534
2019-06-23T00:00:00Z,United Kingdom,45395
2019-06-30T00:00:00Z,Belgium,7356
2019-06-30T00:00:00Z,France,43246
2019-06-30T00:00:00Z,Ireland,6593
2019-06-30T00:00:00Z,Luxembourg,1593
2019-06-30T00:00:00Z,Netherlands,11532
2019-06-30T00:00:00Z,United Kingdom,45657
2019-07-07T00:00:00Z,Belgium,7219
2019-07-07T00:00:00Z,France,43122
2019-07-07T00:00:00Z,Ireland,6616
2019-07-07T00:00:00Z,Luxembourg,1583
2019-07-07T00:00:00Z,Netherlands,11647
2019-07-07T00:00:00Z,United Kingdom,45455
2019-07-14T00:00:00Z,Belgium,7321
2019-07-14T00:00:00Z,France,42021
2019-07-14T00:00:00Z,Ireland,6636
2019-07-14T00:00:00Z,Luxembourg,1504
2019-07-14T00:00:00Z,Netherlands,11596
2019-07-14T00:00:00Z,United Kingdom,45404
2019-07-21T00:00:00Z,Belgium,7254
2019-07-21T00:00:00Z,France,40864
2019-07-21T00:00:00Z,Ireland,6608
2019-07-21T00:00:00Z,Luxembourg,1509
2019-07-21T00:00:00Z,Netherlands,11027
2019-07-21T00:00:00Z,United Kingdom,44516
2019-07-28T00:00:00Z,Belgium,7176
2019-07-28T00:00:00Z,France,39409
2019-07-28T00:00:00Z,Ireland,6679
2019-07-28T00:00:00Z,Luxembourg,1445
2019-07-28T00:00:00Z,Netherlands,11311
2019-07-28T00:00:00Z,United Kingdom,45035
2019-08-04T00:00:00Z,Belgium,6965
2019-08-04T00:00:00Z,France,37658
2019-08-04T00:00:00Z,Ireland,6495
2019-08-04T00:00:00Z,Luxembourg,1391
2019-08-04T00:00:00Z,Netherlands,11350
2019-08-04T00:00:00Z,United Kingdom,44496
2019-08-11T00:00:00Z,Belgium,6901
2019-08-11T00:00:00Z,France,37064
2019-08-11T00:00:00Z,Ireland,6592
2019-08-11T00:00:00Z,Luxembourg,1383
2019-08-11T00:00:00Z,Netherlands,11353
2019-08-11T00:00:00Z,United Kingdom,44772
2019-08-18T00:00:00Z,Belgium,7168
2019-08-18T00:00:00Z,France,39074
2019-08-18T00:00:00Z,Ireland,6586
2019-08-18T00:00:00Z,Luxembourg,1431
2019-08-18T00:00:00Z,Netherlands,11584
2019-08-18T00:00:00Z,United Kingdom,45154
2019-08-25T00:00:00Z,Belgium,7195
2019-08-25T00:00:00Z,France,41181
2019-08-25T00:00:00Z,Ireland,6611
2019-08-25T00:00:00Z,Luxembourg,1519
2019-08-25T00:00:00Z,Netherlands,11592
2019-08-25T00:00:00Z,United Kingdom,45211
2019-09-01T00:00:00Z,Belgium,7206
2019-09-01T00:00:00Z,France,40341
2019-09-01T00:00:00Z,Ireland,6606
2019-09-01T00:00:00Z,Luxembourg,1626
2019-09-01T00:00:00Z,Netherlands,11578
2019-09-01T00:00:00Z,United Kingdom,45144
2019-09-08T00:00:00Z,Belgium,7137
2019-09-08T00:00:00Z,France,40572
2019-09-08T00:00:00Z,Ireland,6595
2019-09-08T00:00:00Z,Luxembourg,1563
2019-09-08T00:00:00Z,Netherlands,11681
2019-09-08T00:00:00Z,United Kingdom,43714
2019-09-15T00:00:00Z,Belgium,7232
2019-09-15T00:00:00Z,France,40232
2019-09-15T00:00:00Z,Ireland,6528
2019-09-15T00:00:00Z,Luxembourg,1586
2019-09-15T00:00:00Z,Netherlands,11789
2019-09-15T00:00:00Z,United Kingdom,45249
2019-09-22T00:00:00Z,Belgium,7152
2019-09-22T00:00:00Z,France,40001
2019-09-22T00:00:00Z,Ireland,6467
2019-09-22T00:00:00Z,Luxembourg,1640
2019-09-22T00:00:00Z,Netherlands,11707
2019-09-22T00:00:00Z,United Kingdom,44233
2019-09-29T00:00:00Z,Belgium,7020
2019-09-29T00:00:00Z,France,38691
2019-09-29T00:00:00Z,Ireland,6180
2019-09-29T00:00:00Z,Luxembourg,1576
2019-09-29T00:00:00Z,Netherlands,11653
2019-09-29T00:00:00Z,United Kingdom,43538
2019-10-06T00:00:00Z,Belgium,6728
2019-10-06T00:00:00Z,France,37683
2019-10-06T00:00:00Z,Ireland,6183
2019-10-06T00:00:00Z,Luxembourg,1546
2019-10-06T00:00:00Z,Netherlands,11461
2019-10-06T00:00:00Z,United Kingdom,42310
2019-10-13T00:00:00Z,Belgium,6799
2019-10-13T00:00:00Z,France,37241
2019-10-13T00:00:00Z,Ireland,6129
2019-10-13T00:00:00Z,Luxembourg,1586
2019-10-13T00:00:00Z,Netherlands,11583
2019-10-13T00:00:00Z,United Kingdom,42331
2019-10-20T00:00:00Z,Belgium,6834
2019-10-20T00:00:00Z,France,36731
2019-10-20T00:00:00Z,Ireland,6094
